data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6711348,887,YEM45567,45567,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Forces","Operation Restoring Hope",3,,,0,30,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"Al Fazzah",14.1031,43.1016,1,"Al Masirah; Yemen Data Project","Local partner-National","On 18 December 2019, anti-Houthi National Resistance and Saudi-led coalition forces reportedly fired more than 16 artillery shells and machine guns at Al-Fazzah coastal area in western Yemen (Al-Tuhayta district, south of Hodeidah governorate), with no report of fatalities nor injuries.",0,1578511258,YEM
6713396,729,SUD13516,13516,"18 December 2019",2019,2,Riots,"Violent demonstration","Rioters (Sudan)",,5,,,0,50,"Northern Africa",Sudan,"West Darfur","El Geneina",,Murnei,12.9542,22.8669,2,"Darfur 24",National,"On or around 18 December 2019, rioters set fire to police stations at two unspecified locations in West and Central Darfur state, following the death of a child in an incident involving the police in Murnei (West Darfur state). One event coded in Murnei at geoprec2, and another in Zalingei (North Darfur) coded at geoprec3. [size=no report]",0,1578512391,SDN
6714932,586,PAK55145,55145,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","APML: All Pakistan Muslim League; PTI: Pakistan Tehreek-i-Insaf; NPCIH: National Peace Committee for Interfaith Harmony",6,,,0,60,"Southern Asia",Pakistan,Sindh,Umerkot,Umerkot,Umerkot,25.3621,69.7339,1,"Dawn (Pakistan)",National,"On December 18, activists of PTI, APML, NPCIH, members of minorities and several local groups held rallies in Umerkot city (Umerkot, Sindh) against the verdict of a special court to hand former Pakistan President and military ruler General (retd) Pervez Musharraf death sentence in high treason case. [size=no report]",0,1578514388,PAK
6711349,887,YEM45568,45568,"18 December 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Operation Restoring Hope",,8,"Civilians (Yemen)",,7,78,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"Al Jabaliyah",14.0725,43.1589,1,"Ansar Allah; Yemen Data Project","Local partner-National","On 18 December 2019, an UXO cluster bomb allegedly left by the Saudi-led coalition reportedly detonated in Al-Jabaliyah coastal area in western Yemen (Al-Tuhayta district, south of Hodeidah governorate), injuring 1 citizen.",0,1578511258,YEM
6713397,729,SUD13513,13513,"18 December 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Sudan)",,3,"Civilians (Sudan)","Farmers (Sudan)",7,37,"Northern Africa",Sudan,"North Darfur",Mellit,,"Abu Sakin",14.1065,24.9786,2,"Darfur 24",National,"On 18 December 2019, unknown assailants killed a sheep farmer as he was grazing his sheep near Abu Sakin (North Darfur state) using sticks. There is no clear motive for the attack.",1,1578512391,SDN
6716469,760,SYR73566,73566,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)",,1,,,0,10,"Middle East",Syria,Idleb,"Al Ma'ra","Ma'arrat An Nu'man",Hamdieh,35.615,36.6567,1,Liveuamap,"Local partner-New media","On 18 December 2019, regime forces shelled Hamdieh in Idleb using artillery fire with neither fatalities nor injuries reported.",0,1578515227,SYR
6711350,887,YEM45569,45569,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"Al Jabaliyah",14.0725,43.1589,2,"Yemen Data Project; Al Amaliqah","Local partner-National","On 18 December 2019, pro-Houthi forces reportedly shelled anti-Houthi National Resistance forces north and east of Al-Jabaliyah coastal area in western Yemen (Al-Tuhayta district, south of Hodeidah governorate), with 120mm and 82mm mortar shells, and RPGs, with no report of fatalities nor injuries.",0,1578511258,YEM
6711351,887,YEM45570,45570,"18 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"National Resistance Forces",,3,13,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"Al Jabaliyah",14.0725,43.1589,2,"Yemen Data Project; Al Amaliqah","Local partner-National","On 18 December 2019, pro-Houthi forces reportedly fired sniper rifles and 14.5mm, 12.7mm and PK 7.62mm machine guns at anti-Houthi National Resistance forces south of Al-Jabaliyah coastal area in western Yemen (Al-Tuhayta district, south of Hodeidah governorate), with no report of fatalities nor injuries.",0,1578511258,YEM
6715447,356,IND68174,68174,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Labour Group (India); Students (India); Unidentified Ethnic Group (India)",6,,,0,60,"Southern Asia",India,Assam,Sivasagar,Demow,Demow,27.1267,94.7399,1,"Sentinel (India)",Subnational,"On 18 December, artists, senior citizens and people from all walks of life including members of Demow Anchalik Karmachari Parishad, AASU and 30 ethnic organizations organized Gana Satyagraha in Demow Public Playground (Sivasagar district, Assam) in protest against the Citizenship (Amendment) Act, 2019 (CAA). [size=no report]",0,1578514389,IND
6711352,887,YEM45571,45571,"18 December 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"At Tuhayta",14.1836,43.2264,2,"Al Amaliqah; Yemen Data Project","Local partner-National","On 18 December 2019, an alleged Houthi-planted device reportedly exploded on a road west of Tuhayta city in western Yemen (south of Hodeidah governorate), with no report of fatalities nor injuries.",0,1578511258,YEM
6711353,887,YEM45572,45572,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah","At Tuhayat",,"At Tuhayta",14.1836,43.2264,2,"Yemen Data Project; Al Amaliqah","Local partner-National","On 18 December 2019, pro-Houthi forces reportedly shelled residential areas south of Tuhayta city in western Yemen (south of Hodeidah governorate), with 120mm and 82mm mortar shells, with no report of fatalities nor injuries.",0,1578511258,YEM
6711354,887,YEM45573,45573,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Forces","Operation Restoring Hope",3,,,0,30,"Middle East",Yemen,"Al Hudaydah","Bayt Al Faqiah",,"Al Jah",14.2833,43.0667,1,"Yemen Data Project; Al Masirah; Ansar Allah","Local partner-National","On 18 December 2019, anti-Houthi National Resistance and Saudi-led coalition forces reportedly fired 8 artillery shells at Al-Jah coastal area in western Yemen (Bayt Al-Faqiah district, Hodeidah governorate), with no report of fatalities nor injuries but allegedly damaging a farm.",0,1578511258,YEM
6708027,376,ISR1625,1625,"18 December 2019",2019,1,"Strategic developments","Disrupted weapons use","Military Forces of Israel (2009-)",,1,"Unidentified Armed Group (Palestine)",,3,13,"Middle East",Israel,HaDarom,Ashqelon,,Sderot,31.525,34.5969,2,"Jerusalem Post; Arutz Sheva; Al Ghad (Jordan)",National-Regional,"Interception: Overnight on December 18 2019, a rocket was fired from the Gaza strip into Israel, but was intercepted by the Iron Dome. Sirens sounded in Sderot.",0,1578503873,ISR
6711355,887,YEM45574,45574,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Forces","Operation Restoring Hope",3,,,0,30,"Middle East",Yemen,"Al Hudaydah",Hays,,"Al Maqani",13.9196,43.4968,1,"Ansar Allah; Yemen Data Project","Local partner-National","On 18 December 2019, anti-Houthi National Resistance and Saudi-led coalition forces reportedly fired machine guns at Al-Maqani' village in western Yemen (Hays district, south of Hodeidah governorate), with no report of fatalities nor injuries but allegedly damaging a number of houses.",0,1578511258,YEM
6711356,887,YEM45575,45575,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah",Hays,,Hays,13.9317,43.4831,1,"Al Amaliqah; Yemen Data Project","Local partner-National","On 18 December 2019, pro-Houthi forces reportedly shelled residential neighbourhoods in the eastern outskirts of Hays city in western Yemen (south of Hodeidah governorate), with 120mm and 82mm mortar shells, with no report of fatalities nor injuries but allegedly damaging farms and houses.",0,1578511258,YEM
6716476,760,SYR73565,73565,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)",,1,,,0,10,"Middle East",Syria,Idleb,"Al Ma'ra","Ma'arrat An Nu'man",Bsida,35.5893,36.6523,1,Liveuamap,"Local partner-New media","On 18 December 2019, regime forces shelled Bsida in Idleb using artillery fire with neither fatalities nor injuries reported.",0,1578515227,SYR
6711357,887,YEM45576,45576,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,1,,,0,10,"Middle East",Yemen,"Al Hudaydah",Hays,,Hays,13.9317,43.4831,2,"Al Amaliqah; Yemen Data Project","Local partner-National","On 18 December 2019, pro-Houthi forces reportedly shelled residential areas south of Hays district in western Yemen (south of Hodeidah governorate), with 14.5mm, 12.7mm and PK 7.62mm machine guns, as well as sniper rifles, with no report of fatalities nor injuries.",0,1578511258,YEM
6710334,642,ROU1169,1169,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Prahova,Sinaia,,Sinaia,45.3456,25.5479,1,"Pagina de Transilvania",National,"On 18 December, 15 court clerks protested in Sinaia of the Prahova county over government's initiative to cut on the magistrates' pensions. [size=15]",0,1578510535,ROM
6711358,887,YEM45577,45577,"18 December 2019",2019,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Civilians (Yemen)",,7,17,"Middle East",Yemen,"Al Jawf","Al Maton",,"Al Matun",16.2306,44.5848,1,"Khabar News Agency (Yemen); Yemen Data Project","Local partner-National","On 18 December 2019, an alleged Houthi-planted landmine reportedly exploded in Al-Matun district in northern Yemen (Al-Jawf border governorate), injuring 5 citizens in their car.",0,1578511258,YEM
6710335,642,ROU1171,1171,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Brasov,Brasov,,Brasov,45.6333,25.5833,1,"Pagina de Transilvania",Subnational,"On 18 December, court clerks protested in Brasov over the government's initiative to cut on the magistrates' pensions. [size=no report]",0,1578510535,ROM
6711359,887,YEM45581,45581,"18 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,1,"Military Forces of Yemen (2012-)","Militia (Pro-Government)",1,11,"Middle East",Yemen,Sadah,Majz,,Takhyah,17.154,43.591,1,"Ansar Allah; Yemen Data Project","Local partner-National","On 18 December 2019, pro-Houthi forces claimed to have thwarted three attacks of pro-Hadi forces and affiliates on Takhyah border area in northwestern Yemen (Majz district, Sadah governorate), killing and injuring ""dozens"" of fighters. Unclear reported fatalities coded as half (6).",6,1578511258,YEM
6714431,356,IND68158,68158,"18 December 2019",2019,1,Protests,"Protest with intervention","Protesters (India)","SPS(L): Pragatisheel Samajwadi Party (Lohia)",6,"Police Forces of India (2014-)",,1,16,"Southern Asia",India,"Uttar Pradesh",Lucknow,Lucknow,Lucknow,26.8392,80.9231,1,"Amar Ujala",Subnational,"On Dec 18, police intervened in a protest held by the Progressive Samajwadi Party Lohia over the Citizenship (Amendment) Act, 2019 (CAA) in Lucknow (UP). Lathis used, protesters detained. [size=no report]",0,1578514387,IND
6710336,642,ROU1170,1170,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Alba,"Alba Iulia",,"Alba Iulia",46.0667,23.5833,1,"Pagina de Transilvania",Subnational,"On 18 December, court clerks protested in Alba Iulia over the government's initiative to cut on the magistrates' pensions. [size=no report]",0,1578510535,ROM
6711360,887,YEM45582,45582,"18 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-); Military Forces of Yemen (2012-); Militia (Pro-Government)",8,"Military Forces of Yemen (2016-) Supreme Political Council",,1,18,"Middle East",Yemen,Sadah,Razih,,"An Nazir",16.9092,43.2623,2,"Al Masirah; Sanaa Online; Yemen Data Project","Local partner-National","On 18 December 2019, pro-Houthi media reported Saudi rocket and artillery shelling on populated villages of Razih border district in northwestern Yemen (Sadah governorate), while pro-Hadi media reported the shelling of pro-Houthi positions in the district by pro-Hadi forces. No fatalities nor injuries were reported.",0,1578511258,YEM
6711873,887,YEM45560,45560,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Yemen)","Detainees' Mothers Association; Women (Yemen)",6,,,0,60,"Middle East",Yemen,Aden,"Khur Maksar",,"Aden-Jawlat al Ziraah",12.806,45.03,1,"Al Masdar",National,"On 18 December, the Detainees' Mothers Association protested outside the Department of Public Safety building in Aden-Jawlat al Ziraah (Khur Maksar, Aden) for information on the situation of detained people. It was the second protest by the association in Aden in 3 days. [size=no report]",0,1578511260,YEM
6708034,422,LBN3026,3026,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,North,Tripoli,,Tripoli,34.4367,35.8497,1,"An Nahar; Daily Star (Lebanon); Al Nour",National-Regional,"On December 18 2019, On day 63 of the anti-government demonstrations, demonstrators blocked the Abu Ali roundabout in Tripoli City, to demonstrate against the arrest of a number of youths. Thousands took to the streets to demonstrate against the sectarian strife, and demanded the freedom of religious expression. [size=thousands]",0,1578503873,LBN
6709314,498,MDA470,470,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Moldova)","Women (Moldova); OccupyGuguta; PAS: Party of Action and Solidarity",6,,,0,60,Europe,Moldova,Chisinau,,,Chisinau-Buiucani,47.0251,28.7975,1,"Newsmaker.md; IPN; Moldova.org; Agora.md",National,"On 18 December, several people, including two PAS MPs and OccupyGuguta members, protested outside the Moldovan government, demanding the urgent ratification of the Istanbul Convention on domestic violence against women. [size=several]",0,1578510533,MDA
6709570,804,UKR30538,30538,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Ukraine)","Labour Group (Ukraine)",6,,,0,60,Europe,Ukraine,Zaporizhia,Zaporizhia,,Zaporizhia,47.8479,35.1602,1,061.ua,Subnational,"On 18 December, entrepreneurs and other people protested outside the city council in Zaporizhia demanding that the authorities allow them to organize a Christmas market in the city. [size=no report]",0,1578510534,UKR
6708291,368,IRQ22570,22570,"18 December 2019",2019,1,Riots,"Violent demonstration","Rioters (Iraq)",,5,"Police Forces of Iraq (2018-)",,1,15,"Middle East",Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,2,"Al Mirbad",National,"On Dec 18, demonstrators burned tires to block an intersection near al-Kazizah area in Basrah city, but police forces quickly dispersed the demonstration and re-opened the intersection. [size=no report]",0,1578503874,IRQ
6715204,356,IND68154,68154,"18 December 2019",2019,1,Riots,"Mob violence","Rioters (India)","SFI: Students Federation of India; Students (India); CPI(M): Communist Party of India (Marxist)",5,"Rioters (India)","ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India); BJP: Bharatiya Janata Party",5,55,"Southern Asia",India,Kerala,Thrissur,Thrissur,Thrissur,10.5166,76.2166,1,"Indo-Asian News Service",Regional,"On December 18, student's activists of the ABVP and BJP clashed with activists of the Student Federation of India (SFI), CPI-M and Congress at the Kerala Varma College in Thrissur city (Thrissur, Kerala). The reason behind the clash was that ABVP wanted to organise a seminar on the Citizenship (Amendment) Act, 2019 (CAA) and SFI was opposed to it. [size=no report]",0,1578514388,IND
6708805,792,TUR10427,10427,"18 December 2019",2019,1,Protests,"Protest with intervention","Protesters (Turkey)","Labour Group (Turkey)",6,"Police Forces of Turkey (2016-)",,1,16,"Middle East",Turkey,Ankara,Cankaya,,Kizilay,39.9211,32.8508,1,"Human Rights Foundation of Turkey",Other,"On December 18, 4 public workers who were dismissed by a government decree organised a protest event at Yuksel Street in Cankaya district of Ankara to demand their jobs back. Police intervened and detained 4 protesters. [size=4]",0,1578503875,TUR
6709318,807,MKD289,289,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (North Macedonia)",,6,,,0,60,Europe,"North Macedonia",Pelagonia,Bitola,,Bitola,41.0314,21.3347,1,"Nova Makedonija; RFE/RL",National-International,"On 18 December, citizens, organized by the initiative ""Different,"" held a protest in front of the Christmas tree at the municipality in Bitola against air pollution and hung balloons with messages ""We want clean air"", ""We want to breathe."" [size=no report]",0,1578510533,MKD
6712391,104,MMR9391,9391,"18 December 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Myanmar (2016-)",,1,"Civilians (Myanmar)","Farmers (Myanmar)",7,17,"South-Eastern Asia",Myanmar,Rakhine,Mrauk-U,Myebon,"Kan Htaunt Gyi",19.8547,93.7611,1,"Narinjara News",Subnational,"On 18 December 2019, in Kan Htaunt Gyi Village, in Kan Htaunt Gyi Village Tract, in Myebon Township, in Rakhine State, two men who were working in a farm at the foothill of Ra Htoe Mountain disappeared after a column of Myanmar military fired shots into Kan Htaut Gyi near the mountain foothill. The bodies of these two men were uncovered in a farm near the mountain on December 22.",2,1578511387,MMR
6714439,356,IND68160,68160,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Students (India)",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Saharanpur,Deoband,Deoband,29.6921,77.6794,1,"Amar Ujala",Subnational,"On Dec 18, protests were held by students over the Citizenship (Amendment) Act, 2019 (CAA) in the Darul Uloom area of Deoband (UP). [size=no report]",0,1578514387,IND
6714952,586,PAK55141,55141,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","APML: All Pakistan Muslim League; PTI: Pakistan Tehreek-i-Insaf; NPCIH: National Peace Committee for Interfaith Harmony",6,,,0,60,"Southern Asia",Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,"Dawn (Pakistan)",National,"On December 18, activists of PTI, APML, NPCIH, members of minorities and several local groups held rallies in Hyderabad city (Hyderabad, Sindh) against the verdict of a special court to hand former Pakistan President and military ruler General (retd) Pervez Musharraf death sentence in high treason case. [size=no report]",0,1578514388,PAK
6712393,104,MMR9397,9397,"18 December 2019",2019,1,"Violence against civilians",Attack,"Military Forces of Myanmar (2016-)",,1,"Civilians (Myanmar)",,7,17,"South-Eastern Asia",Myanmar,Rakhine,Mrauk-U,Myebon,Myebon,20.0474,93.371,2,"Narinjara News",Subnational,"On 18 December 2019, in Kan Hton Gyi sub-town, in Myebon Township, in Rakhine State, a woman was hit by a bullet at her residential compound and killed. The bullets came from the Rae Htoe Mountain range where Myanmar military has been stationed.",1,1578511387,MMR
6714185,566,NIG15902,15902,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Nigeria)","Women (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Delta,Udu,,Iwhreka,5.4561,5.8823,1,"Vanguard (Nigeria)",National,"On 18 December 2019, tens of women demonstrated over the recent violence between Edjophe and Iwhreka communities. [size=tens]",0,1578512393,NGA
6715978,586,PAK55136,55136,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","Labour Group (Pakistan)",6,,,0,60,"Southern Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan","Miran Shah",Miranshah,33.0001,70.0698,1,"Tribal News Network",Subnational,"On December 18, members of Miranshah Bazaar Executive Committee and market owners blocked Bannu-Miranshah Road and protested outside Miranshah Press Club in Miranshah town (North Waziristan, KP) rejecting the compensation amount announced by the government. [size=no report]",0,1578514390,PAK
6716490,760,SYR72810,72810,"18 December 2019",2019,1,"Violence against civilians","Abduction/forced disappearance","QSD: Syrian Democratic Forces",,2,"Civilians (Syria)",,7,27,"Middle East",Syria,Al-Hasakeh,Quamishli,Quamishli,Quamishli,37.0447,41.2262,1,SHAM,National,"On 18 December 2019, QSD detained several civilians in Quamishli city in al-Hasakeh for conscription.",0,1578515227,SYR
6724170,566,NIG15899,15899,"18 December 2019",2019,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)","Christian Group (Nigeria)",7,57,"Western Africa",Nigeria,Ondo,"Akure South",,Akure,7.2526,5.1931,1,"Nigeria Punch; Daily Trust (Nigeria); Sun (Nigeria); Daily Post (Nigeria)",National,"On 18 December 2019, a youth mob attacked a church in Akure over allegations that a child was killed by the pastor. The church was burnt down and intervening police forces were attacked with stones. 1 youth and 1 police officer were killed. [size=100]",2,1579554010,NGA
6715979,586,PAK55135,55135,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","Malikdinkhel Tribal Group (Pakistan)",6,,,0,60,"Southern Asia",Pakistan,"Khyber Pakhtunkhwa",Khyber,Bara,Bara,33.9217,71.4622,2,"Tribal News Network",Subnational,"On December 18, members of Malikdinkhel tribe staged a protest and blocked traffic at Kohi Chowk in Tirah Maidan area of Bara tehsil area (Khyber, KP) over their on-going land dispute with members of Kokikhel tribe and demanded the government to resolve the land dispute. [size=no report]",0,1578514390,PAK
6716747,760,SYR73145,73145,"18 December 2019",2019,1,Battles,"Armed clash","Operation Peace Spring","Opposition Rebels (Syria); Military Forces of Turkey (2016-)",2,"QSD: Syrian Democratic Forces",,2,22,"Middle East",Syria,Ar-Raqqa,"Tell Abiad","Ein Issa",Sharkrak,36.4346,38.977,2,SOHR,Other,"On 18 December 2019, opposition rebels and Turkish forces exchanged shelling barrages and machine gun fire with QSD in the area of Sharkrak in Ar-Raqqa with neither fatalities nor injuries reported.",0,1578515227,SYR
6714188,566,NIG15901,15901,"18 December 2019",2019,1,Battles,"Armed clash","Edjophe Communal Militia (Nigeria)",,4,"Iwhreka Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Delta,Udu,,Iwhreka,5.4561,5.8823,1,"Vanguard (Nigeria)",National,"On 18 December 2019, militias from Edjophe and Iwhreka communities clashed over Edjophes claim for increased participation in a gas plant located in the area. Gunshots were fired and property destroyed in the villages.",0,1578512393,NGA
6709325,642,ROU1150,1150,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Sibiu,Sibiu,,Sibiu,45.8,24.15,1,"Agerpres; Turnul Sfatului",Subnational-National,"On 18 December, 52 court clerks protested outside the Sibiu Tribunal, condemning the government's initiative to cut on the magistrates' pensions. [size=52]",0,1578510533,ROM
6709581,642,ROU1166,1166,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Timis,Timisoara,,Timisoara,45.7494,21.2272,1,Agerpres,National,"On 18 December, tens of court clerks protested in Timisoara over the government's initiative to cut on the magistrates' pensions. [size=tens]",0,1578510534,ROM
6709837,688,SRB1301,1301,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Serbia)",,6,,,0,60,Europe,Serbia,Belgrade,Belgrade,,"Belgrade-Stari Grad",44.823,20.4605,1,"N1TV Online",Regional,"On 18 December, dozens gathered in Belgrade, Serbia in support of the whistle-blower who exposed nepotism within the arms trade involving the Minister of Interior's father. The whistle-blower had been released from house arrest earlier that day. [size=dozens]",0,1578510534,SRB
6709326,642,ROU1151,1151,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Iasi,Iasi,,Iasi,47.1667,27.6,1,"Pagina de Transilvania; Agerpres; Ziarul de Iasi",Subnational-National,"On 18 December, over 120 court clerks protested in Iasi condemning the government's initiative to cut on the magistrates' pensions. [size=over 120]",0,1578510533,ROM
6709582,642,ROU1156,1156,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Botosani,Botosani,,Botosani,47.75,26.6667,1,Agerpres,National,"On 18 December, around 50 court clerks protested in Botosani, condemning the government's initiative to cute on the magistrates' pensions. [size=around 50]",0,1578510534,ROM
6709327,642,ROU1158,1158,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Cluj,Cluj-Napoca,,Cluj-Napoca,46.7667,23.6,1,"Pagina de Transilvania; Agerpres",Subnational-National,"On 18 December, around 150 court clerks protested in Cluj-Napoca, condemning the government's initiative to cute on the magistrates' pensions. [size=around 150]",0,1578510533,ROM
6709583,642,ROU1164,1164,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Salaj,Zalau,,Zalau,47.2,23.05,1,Agerpres,National,"On 18 December, around 40 court clerks protested in Zalau, condemning the government's initiative to cut on the magistrates' pensions. [size=around 40]",0,1578510534,ROM
6709328,642,ROU1159,1159,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Constanta,Constanta,,Constanta,44.1833,28.65,1,"Agerpres; Pagina de Transilvania",National,"On 18 December, around 100 court clerks protested in Constanta, condemning the government's initiative to cute on the magistrates' pensions. [size=around 100]",0,1578510533,ROM
6709584,642,ROU1157,1157,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Buzau,Buzau,,Buzau,45.15,26.8333,1,Agerpres,National,"On 18 December, over 70 court clerks protested in Buzau, condemning the government's initiative to cute on the magistrates' pensions. [size=over 70]",0,1578510534,ROM
6709329,642,ROU1160,1160,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Dolj,Craiova,,Craiova,44.3167,23.8,1,"Pagina de Transilvania; Agerpres",National,"On 18 December, around 160 court clerks protested in Craiova, condemning the government's initiative to cute on the magistrates' pensions. [size=around 160]",0,1578510533,ROM
6709585,642,ROU1167,1167,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Valcea,"Ramnicu Valcea",,"Ramnicu Valcea",45.1,24.3667,1,Agerpres,National,"On 18 December, around 40 court clerks protested in Ramnicu Valcea over the government's initiative to cut on the magistrates' pensions. [size=around 40]",0,1578510534,ROM
6714961,586,PAK55142,55142,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","APML: All Pakistan Muslim League; PTI: Pakistan Tehreek-i-Insaf; NPCIH: National Peace Committee for Interfaith Harmony",6,,,0,60,"Southern Asia",Pakistan,Sindh,"Shaheed Benazirabad",Nawabshah,Nawabshah,26.2483,68.4095,1,"Dawn (Pakistan)",National,"On December 18, activists of PTI, APML, NPCIH, members of minorities and several local groups held rallies in Nawabshah city (Shaheed Benazirabad, Sindh) against the verdict of a special court to hand former Pakistan President and military ruler General (retd) Pervez Musharraf death sentence in high treason case. [size=no report]",0,1578514388,PAK
6709330,642,ROU1163,1163,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Prahova,Ploiesti,,Ploiesti,44.95,26.0167,1,"Pagina de Transilvania; Agerpres",National,"On 18 December, around 40 court clerks protested in Ploiesti, condemning the government's initiative to cut on the magistrates' pensions. [size=around 40]",0,1578510533,ROM
6709586,642,ROU1162,1162,"18 December 2019",2019,1,Protests,"Peaceful protest","Protesters (Romania)","Labour Group (Romania)",6,,,0,60,Europe,Romania,Mures,"Targu Mures",,"Targu Mures",46.55,24.5667,1,Agerpres,National,"On 18 December, around 100 court clerks protested in Targu Mures, condemning the government's initiative to cute on the magistrates' pensions. [size=around 100]",0,1578510534,ROM
